body,body_id_for_llm,nemotron,nemotron_inference_time
Community Facebook groups have been inundated with posts about smashed vehicle windows across the city recently.,74,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.4641559579758905
"The Canadian government said Kovrig and Spavor were political pawns, arbitrarily detained in response to the arrest of Chinese tech executive Meng Wanzhou in Vancouver at the request of the United States.",75,"{""themes"": [""international_affairs"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.7531552909640595
"Although Harris’ ascendency boosted Democrats’ enthusiasm and put Trump on the defensive in a race he had been expected to win easily against Biden, the vice-president was scrutinized over her plans for the country and whether she would truly represent a change from the unpopular Biden administration she served in.",76,"{""themes"": [""international_affairs"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""Democrats""], ""specific_themes"": null}",4.677336834021844
"A government spokesperson speaking on background said that the new measures apply to some firearms that were included in those initial amendments, while others were left out.",77,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.468276041967329
A view of a stretch of the I-75 where northbound traffic is slowed due to residents trying to evacuate flood zones.,78,"{""themes"": [""transportation"", ""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.091690541012213
Fifty-seven specialists did the same thing.,79,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.884568292007316
"One of those other cars, a Chevrolet Tahoe, had been spotted the previous day by officers in the driveway of Abdelgadir’s home during an unrelated investigation, and was followed to a nearby mall.",80,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.73596354201436
"“We can confirm that the fire has reached the Fairmont Jasper Park Lodge grounds, however, we are unclear on the extent of damage.”",81,"{""themes"": [""environment"", ""public_lands""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.373727000027429
"India also retaliated and announced it is expelling six Canadian diplomats, including acting High Commissioner Stewart Wheeler.",82,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.889884499949403
“We assume with 100-per-cent reliability that we will turn on the tap and water will come out.,83,"{""themes"": [""public_lands"", ""environment""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.648747458995786
"Psychological harassment is “any vexatious behaviour in the form of repeated and hostile or unwanted conduct, verbal comments, actions or gestures, that affects an employee’s dignity or psychological or physical integrity and that results in a harmful work environment for the employee.”",84,"{""themes"": [""labor"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.668956958048511
"Harris, in a statement said she was “glad” Trump was safe, adding “violence has no place in America.”",85,"{""themes"": [""law_and_crime"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",30.214031667041127
"""He wanted to catch Arctic grayling,"" she said in the interview, saying he reassured her that there were lots of hunters and hikers in the area should he run into trouble.",86,"{""themes"": [""environment"", ""public_lands""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.938296750013251
The Liberals inherited what was arguably the world’s best immigration system and devalued it by allowing many more lower skilled and temporary workers into the country.,87,"{""themes"": [""immigration"", ""macroeconomics""], ""sentiment"": ""negative"", ""political_parties"": ""LPC"", ""specific_themes"": null}",5.027955540979747
"“In regard to the mortgage reforms announced this morning, CMHC looks forward to implementing the changes when they come into effect,” a spokesperson said, with additional requests for comment directed to the Department of Finance.",88,"{""themes"": [""housing"", ""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""public_finance""]}",4.749704917019699
“The terrorist groups use illegal smuggling as part of their financing operations for doing bad things.,89,"{""themes"": [""law_and_crime"", ""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.74029312498169
"Only two candidates so far have thrown their hats into the ring to succeed Trudeau — Liberal backbencher Chandra Arya from Ontario, and businessman Frank Baylis, a former Québec MP.",90,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": ""null""}",4.27191487501841
"With the TTC upgrading the Spadina streetcar right-of-way from now until December, the transit agency is resorting to the next best thing to keep people moving along the route.",91,"{""themes"": [""transportation""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.276320957986172
"Conservatives have their work cut out for themselves as Canadians would like to see a quick economic turnaround, like that of their southern neighbours.",92,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": [""CPC""], ""specific_themes"": null}",4.3682962079765275
"So like, how many investigations are currently ongoing involving government corruption?”",93,"{""themes"": [""government_operations"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.356944416998886
"Blocking the box might be downtown Toronto’s most ubiquitous traffic offence, as drivers force their way into busy intersections knowing they’ll still be blocking traffic when the light turns red, resulting in paralyzing gridlock.",94,"{""themes"": [""transportation""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.081896291987505
"She said in April: “Most legal scholars probably track most Americans, who didn’t want to overturn Roe.",95,"{""themes"": [""civil_rights"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.63905945798615
Conservatives have complained that it is not sufficiently independent from government.,96,"{""themes"": [""government_operations""], ""sentiment"": ""negative"", ""political_parties"": [""CPC""], ""specific_themes"": null}",3.97982804098865
An economist on Ottawa’s GST holiday.,97,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""public_finance""]}",4.44037774996832
"The bombing follows attacks last week when pagers and walkie talkies exploded across Lebanon, killing scores of people and wounding thousands including Hezbollah members.",98,"{""themes"": [""international_affairs"", ""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.739251249993686
"Four years ago, he tried to overturn his election defeat by Mr.",99,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": [""null""], ""specific_themes"": ""null""}",4.165619792009238
It’s not so much the caucus really that matters.,100,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": [""null""], ""specific_themes"": ""null""}",4.168610333988909
Nor is the Pickering facility an outlier.,101,"{""themes"": [""energy"", ""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.975391124957241
The next issue of Westcoast Homes will soon be in your inbox.,102,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.170593874994665
"""Donald Trump, when he makes statements like that, he plans on carrying them out.",103,"{""themes"": [""international_affairs"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.259119750000536
"The major battle in Baku is over how much rich nations will pay for developing countries to decarbonize their energy systems, cope with future harms of climate change and pay for damage from extreme weather.",104,"{""themes"": [""environment"", ""energy"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.748861374973785
"A Mennonite father who killed his one-year-old son with an axe may be allowed to travel to parts of southern Ontario in the coming months, but a long-term plan for reintegration into his tight-knit community remains unclear.",105,"{""themes"": [""law_and_crime"", ""social_welfare""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.94147449999582
"The report released Wednesday by the Institut du Québec, a non-profit think tank, found that Quebec is not reducing its carbon emissions fast enough to meet the government’s goal of becoming carbon neutral by 2050 and that efforts to grow the economy will likely lead to an increase in greenhouse gas emissions.",106,"{""themes"": [""environment"", ""energy"", ""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",5.334716707991902
I was extremely relieved to learn that he was not seriously harmed.”,107,"{""themes"": [""null""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.164450125012081
"""That's your assessment,"" she said.",108,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.155115041008685
“The fight for our freedom will take hard work.,109,"{""themes"": [""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.974645958049223
"The total allowable catch for that fishery in 2023 was 12,999 tonnes.",110,"{""themes"": [""agriculture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.175400833017193
"The central bank kicked off its interest rate easing cycle with back-to-back quarter-point rate cuts in June and July, bringing the policy rate down to 4.5 per cent after the most rapid tightening cycle in its history.",111,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": [""public_finance""]}",4.564775291015394
Brownstein drew a distinction in how Longueuil police and the Sûreté du Québec have responded to violence at protests compared with the SPVM in Montreal.,112,"{""themes"": [""law_and_crime"", ""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.941362291981932
The Beer Store as well as local craft brewery bottle shops and wineries will remain open even if the LCBO strike goes ahead.,113,"{""themes"": [""domestic_commerce""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.9909345830092207
"Officers notified Cheam First Nation, which determined the land had been leased by the owner to a waste management company that has run afoul of provincial environment laws in the past.",114,"{""themes"": [""environment"", ""public_lands""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.656776999996509
"For American citizens, Jan. 20th, 2025 is Liberation Day.",115,"{""themes"": [""international_affairs"", ""null""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",27.87600399996154
"Labour Minister Steve MacKinnon met with the airline and union yesterday, Trudeau added, without offering further details.",116,"{""themes"": [""labor""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",3.979538166022394
He said jail officials had submitted affidavits suggesting what happened was “to protect order in the institution.”,117,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.1775691250222735
Missaghi … threatening you explicitly or implicitly with violence or in the best case scenarios with a sort of Jihad in the court system.”,118,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",3.989173707959708
“I have good memories of this place.,119,"{""themes"": [""null""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.867034791968763
"“Without that knowledge, we struggle to hold our local governments and our provincial and federal counterparts accountable,” he said.",120,"{""themes"": [""government_operations"", ""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",27.576488416991197
"“So much that you’ve worked towards and … you’ve built your life there … the kids, for example, that’s their home, right?",121,"{""themes"": [""housing"", ""social_welfare""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.642320166982245
