body,body_id_for_llm,llama,llama_inference_time
"Gage, a lawyer with the group, said, “2021 was a wake-up call in B.C., where we had the heat dome in which more than 600 people died.",17,"{""themes"": [""health"", ""environment""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.255635416950099
"In that respect, Sheldrick said it likely means less to passenger-vehicle transportation, where electric vehicles seem to be a better fit, and more to uses that require more power.",18,"{""themes"": [""transportation"", ""energy""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.336417125014123
"And while Liberal MPs were promised some sort of marketing campaign to boost their fortunes, the Conservatives produced slick TV ads that aired on legacy television networks.",19,"{""themes"": [""domestic_commerce"", ""technology""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC"", ""CPC""], ""specific_themes"": null}",5.098829082970042
Carney launched his campaign in a small room packed with supporters and several Liberal MPs.,20,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",3.965769917005673
"“This abscondence of funds is concerning to KingSett that given the fact that (the borrowers) are indebted to KingSett for a combined $220,951,550.21” on the Richmond and Burnaby projects, the petition says.",21,"{""themes"": [""law_and_crime"", ""domestic_commerce""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.824457542039454
"A majority also doubt his mental capability to be president, though that is also a weakness for Trump.",22,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": [""null""], ""specific_themes"": ""null""}",3.871866790985223
It would be like a rose placed on each grave.”,23,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.8715259159798734
"The provincial government, meanwhile, has been participating in talks with Hypertec and city of Montreal officials on the issue, and a spokesperson for Environment Minister Benoit Charette said the minister is open to the idea of his department contributing to the purchase of the lands.",24,"{""themes"": [""environment"", ""government_operations"", ""public_lands""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.828105624997988
"""It's nice to see a lot of people visiting, bringing their fashion and then adopting some styles as well.",25,"{""themes"": [""culture""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",3.6838415840175003
"The appointment follows a decision by Liberals to focus on affordability and economic issues ahead of the federal election, expected at any time in the next year.",26,"{""themes"": [""macroeconomics"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""LPC"", ""specific_themes"": ""public_finance""}",5.010929042007774
"Earlier Saturday, Alberta Premier Danielle Smith told her provincewide radio call-in show that she'd like to see bus tours organized for evacuated residents of Jasper so they can see the damage the wildfire did to their town for themselves, and so they'll know what to expect when they're eventually allowed to return home.",27,"{""themes"": [""environment"", ""transportation""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.64233487501042
"Lebanon’s Health Ministry said more than 2,900 people have been killed since Oct. 8, 2023, when Hezbollah began firing rockets into Israel, drawing retaliation.",28,"{""themes"": [""health"", ""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.4465806250227615
"“Despite efforts to assist, it is with great sadness that we confirm the officer has passed away,” the memo said.",29,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",3.976181917008944
"The new customs rule applies to truck convoys chartered by the United Nations to take aid from Jordan to Gaza via Israel, seven people familiar with the matter said.",30,"{""themes"": [""international_affairs"", ""transportation""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.53315237496281
Marina Homes' Fort Erie development is listed on the Ontario Builder Registry as Marina (Green Acres) Development Inc.,31,"{""themes"": [""housing""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.691753457998857
Trudeau had been at odds for “the past number of weeks.”,32,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": ""LPC"", ""specific_themes"": null}",3.7746574170305394
He’s also consistently losing popularity polls to Conservative Leader Pierre Poilievre — a phenomenon that didn’t really happen with prior Conservative leaders Andrew Scheer and Erin O’Toole.,33,"{""themes"": [""macroeconomics"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC"", ""CPC""], ""specific_themes"": null}",5.116592665959615
"Two months later, it was awarded a $7.3-million default judgment in that case when no defence was filed.",34,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.9823309580096975
You can check Vancouver community centre holiday hours at vancouver.ca.,35,"{""themes"": [""government_operations"", ""culture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.055682667007204
"“It’s very similar to Gavin Newsom,” he continues, comparing Trudeau to the democratic governor of California, a traditionally progressive stronghold.",36,"{""themes"": [""international_affairs"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC"", ""NDP""], ""specific_themes"": null}",4.834763750026468
"“All things aside, it’s a pretty serious conversation,” Caufield said about wearing No.",37,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.5984330840292387
"There's a good chance she matches Lakatos right away, as Rivard has won the last two world titles in the 50m freestyle S10.",38,"{""themes"": [""null""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.160344750038348
He was always thoughtful and generous with his advice to me.,39,"{""themes"": null, ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",3.5843080410268158
"They are now 25 MLAs, down from the 28 elected in 2020 and only half of them have committed to running for re-election.",40,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.07158954103943
"Zelensky and said, “You’re a savior of the people.”",41,"{""themes"": [""international_affairs""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",3.8787017909926362
That issue is at the heart of current tensions between Canada and India.,42,"{""themes"": [""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.8612760840333067
London’s FTSE 100 and the STOXX 600 index of European equities were both up 1.1 per cent in early trading.,43,"{""themes"": [""macroeconomics""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",4.175896875036415
“It’s tough to play catchup off the back-to-backs.,44,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.5912009170278907
"The third process, counting of absentee ballots, is scheduled to start Monday at 9 a.m.",45,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.7796248749946244
Eric Reguly: Lebanon’s economy was in dire shape even before the Israel-Hezbollah war.,46,"{""themes"": [""macroeconomics"", ""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.358555749990046
Bastyovanszky also alleged the mayor’s office falsely claimed to city councillors and school trustees that he was under investigation by the integrity commissioner and that Sim sought to dissolve the park board because he was “unable to control decisions” of commissioners.,47,"{""themes"": [""law_and_crime"", ""government_operations""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.651810749957804
"In late May, bullet holes were found in the door of a Jewish school and synagogue.",48,"{""themes"": [""civil_rights"", ""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.3446085000177845
"It added that firefighting had caused ""tremendous demand"" in the region — roughly quadruple the usual demand.",49,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.7091476249624975
"Trudeau’s cabinet, acknowledged residents’ concerns about the drug-consumption site and its proximity to a school in a statement, but said Mr.",50,"{""themes"": [""health"", ""education""], ""sentiment"": ""neutral"", ""political_parties"": ""LPC"", ""specific_themes"": null}",4.444521708996035
"In that case one of the victims is not talking to police and the other two are sedated, he said.",51,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.9723386249970645
"Vice-President Kamala Harris says she'd find a place in her cabinet for a Republican if elected president, though she told CNN in a sit-down interview that she didn't have a specific individual in mind.",52,"{""themes"": [""government_operations"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": [""null""], ""specific_themes"": ""null""}",4.746162875031587
"“Whatever political or ideological differences exist between us,” Carr wrote, “we have a larger collective responsibility to maintain a climate of respect  —  one free from hate and intimidation  —  on our campuses.”  jfeith@postmedia.com",53,"{""themes"": [""education"", ""civil_rights""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",4.358083583007101
• Expand services for students with dyslexia and other learning challenges.,54,"{""themes"": [""education""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": ""early_learning_childcare""}",4.063204874983057
Biden's motivation for running was deeply intertwined with Trump.,55,"{""themes"": [""international_affairs"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.25259108300088
"It also was the first power-play goal this season by a Montreal rearguard, and the first since Jan. 20, 2024, also scored by Matheson, during a 9-4 drubbing at Boston.",56,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.877643833984621
"Either result would have major implications for Canada, particularly on the economy and immigration but also on foreign policy.",57,"{""themes"": [""macroeconomics"", ""immigration"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.737652332987636
Just under half of respondents supported teenagers receiving gender-affirming care such as counselling and hormone replacement treatment with parental consent.,58,"{""themes"": [""health"", ""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.07783466699766
“That ultimately you need shared values.,59,"{""themes"": [""culture"", ""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.044694417039864
Angela Johnston has more on how it could play out.,60,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.583248207985889
"It has featured anti-Israel protests since the October 7 massacre, including last December, when two men were later arrested and charged (although charges against one of the men were later dropped).",61,"{""themes"": [""international_affairs"", ""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.738276957999915
The crowds downtown will be thinning out if the TTC goes on strike.,62,"{""themes"": [""transportation"", ""labor""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.150334207981359
This newsletter is your weekly guide to what we’re doing about it.,63,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.591592082986608
"Trump was injured after a shooting unfolded during a rally in Butler, Pa., on Saturday that left two people dead, including the shooter.",64,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",3.9864681249600835
"Thursday’s byelection came with Ford’s PCs riding high in the Star’s August Abacus public opinion poll, with 42 per cent support despite challenges including an RCMP investigation into his government’s $8.28 billion Greenbelt land swap scandal.",65,"{""themes"": [""government_operations"", ""environment"", ""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": ""PCQ"", ""specific_themes"": null}",5.034043000021484
“Users must be addressed in French.,66,"{""themes"": [""civil_rights"", ""culture""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.059705667023081
TRCA advises people to avoid all recreational activities in or around water as conditions can change rapidly.,67,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.697405083978083
"She’s now looking at other options, even if they’re pricier.",68,"{""themes"": [""macroeconomics"", ""domestic_commerce""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.444610665959772
"But according to the law society's decision to provisionally suspend him, Cartel ""appears to have misled"" another lawyer who was trying to track down money on behalf of a client, did not take reasonable steps to investigate when faced with evidence his firm's finances were awry, and failed to deliver bank account statements demanded by a law society auditor.",69,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.579759042011574
"He was inducted into the Canadian Business Hall of Fame in 1996 and into the U.S.-based Automotive Hall of Fame in 2018, and was made a member of the Order of Canada in 1999.",70,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",4.165467708022334
A turn back toward the Harper years?,71,"{""themes"": [""macroeconomics"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": ""CPC"", ""specific_themes"": null}",4.420596625015605
The bank also projects that Ottawa’s deficit for this year will be bigger than initial projections.,72,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""public_finance""]}",4.168112999992445
"""Where is she locating herself relative to other Canadian efforts?""",73,"{""themes"": [""international_affairs"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.237906750000548
Community Facebook groups have been inundated with posts about smashed vehicle windows across the city recently.,74,"{""themes"": [""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",3.9680027079884894
"The Canadian government said Kovrig and Spavor were political pawns, arbitrarily detained in response to the arrest of Chinese tech executive Meng Wanzhou in Vancouver at the request of the United States.",75,"{""themes"": [""international_affairs"", ""law_and_crime""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.742646457976662
"Although Harris’ ascendency boosted Democrats’ enthusiasm and put Trump on the defensive in a race he had been expected to win easily against Biden, the vice-president was scrutinized over her plans for the country and whether she would truly represent a change from the unpopular Biden administration she served in.",76,"{""themes"": [""government_operations"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": [""Democrats""], ""specific_themes"": null}",4.658032917010132
"A government spokesperson speaking on background said that the new measures apply to some firearms that were included in those initial amendments, while others were left out.",77,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.265080249984749
A view of a stretch of the I-75 where northbound traffic is slowed due to residents trying to evacuate flood zones.,78,"{""themes"": [""transportation"", ""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.088229709013831
Fifty-seven specialists did the same thing.,79,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.652211625012569
"One of those other cars, a Chevrolet Tahoe, had been spotted the previous day by officers in the driveway of Abdelgadir’s home during an unrelated investigation, and was followed to a nearby mall.",80,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.520472333999351
"“We can confirm that the fire has reached the Fairmont Jasper Park Lodge grounds, however, we are unclear on the extent of damage.”",81,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.8609249999863096
"India also retaliated and announced it is expelling six Canadian diplomats, including acting High Commissioner Stewart Wheeler.",82,"{""themes"": [""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.10972612502519
“We assume with 100-per-cent reliability that we will turn on the tap and water will come out.,83,"{""themes"": [""environment"", ""public_lands""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.546921625034884
"Psychological harassment is “any vexatious behaviour in the form of repeated and hostile or unwanted conduct, verbal comments, actions or gestures, that affects an employee’s dignity or psychological or physical integrity and that results in a harmful work environment for the employee.”",84,"{""themes"": [""labor"", ""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.840415625018068
"Harris, in a statement said she was “glad” Trump was safe, adding “violence has no place in America.”",85,"{""themes"": [""civil_rights"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.6455534170381725
"""He wanted to catch Arctic grayling,"" she said in the interview, saying he reassured her that there were lots of hunters and hikers in the area should he run into trouble.",86,"{""themes"": [""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.2969977500033565
The Liberals inherited what was arguably the world’s best immigration system and devalued it by allowing many more lower skilled and temporary workers into the country.,87,"{""themes"": [""immigration"", ""labor""], ""sentiment"": ""negative"", ""political_parties"": ""LPC"", ""specific_themes"": null}",4.971301915997174
"“In regard to the mortgage reforms announced this morning, CMHC looks forward to implementing the changes when they come into effect,” a spokesperson said, with additional requests for comment directed to the Department of Finance.",88,"{""themes"": [""housing"", ""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""public_finance""]}",5.123069749970455
“The terrorist groups use illegal smuggling as part of their financing operations for doing bad things.,89,"{""themes"": [""law_and_crime"", ""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.82117929199012
"Only two candidates so far have thrown their hats into the ring to succeed Trudeau — Liberal backbencher Chandra Arya from Ontario, and businessman Frank Baylis, a former Québec MP.",90,"{""themes"": [""government_operations"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": [""LPC""], ""specific_themes"": null}",5.1598753340076655
"With the TTC upgrading the Spadina streetcar right-of-way from now until December, the transit agency is resorting to the next best thing to keep people moving along the route.",91,"{""themes"": [""transportation""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.334349500015378
"Conservatives have their work cut out for themselves as Canadians would like to see a quick economic turnaround, like that of their southern neighbours.",92,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": ""CPC"", ""specific_themes"": ""public_finance""}",4.669771375018172
"So like, how many investigations are currently ongoing involving government corruption?”",93,"{""themes"": [""government_operations"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.622848125000019
"Blocking the box might be downtown Toronto’s most ubiquitous traffic offence, as drivers force their way into busy intersections knowing they’ll still be blocking traffic when the light turns red, resulting in paralyzing gridlock.",94,"{""themes"": [""transportation""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.368603750015609
"She said in April: “Most legal scholars probably track most Americans, who didn’t want to overturn Roe.",95,"{""themes"": [""civil_rights"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.660354458959773
Conservatives have complained that it is not sufficiently independent from government.,96,"{""themes"": [""government_operations""], ""sentiment"": ""negative"", ""political_parties"": [""CPC""], ""specific_themes"": null}",4.181226834014524
An economist on Ottawa’s GST holiday.,97,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""public_finance""]}",4.378941458009649
"The bombing follows attacks last week when pagers and walkie talkies exploded across Lebanon, killing scores of people and wounding thousands including Hezbollah members.",98,"{""themes"": [""law_and_crime"", ""international_affairs""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.976766375009902
"Four years ago, he tried to overturn his election defeat by Mr.",99,"{""themes"": [""government_operations"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.326864540984388
It’s not so much the caucus really that matters.,100,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.673300458001904
Nor is the Pickering facility an outlier.,101,"{""themes"": [""energy""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.761533790966496
The next issue of Westcoast Homes will soon be in your inbox.,102,"{""themes"": [""null""], ""sentiment"": ""neutral"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.9152929579722695
"""Donald Trump, when he makes statements like that, he plans on carrying them out.",103,"{""themes"": [""international_affairs"", ""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.3191417080233805
"The major battle in Baku is over how much rich nations will pay for developing countries to decarbonize their energy systems, cope with future harms of climate change and pay for damage from extreme weather.",104,"{""themes"": [""environment"", ""energy"", ""international_affairs""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.847978042031173
"A Mennonite father who killed his one-year-old son with an axe may be allowed to travel to parts of southern Ontario in the coming months, but a long-term plan for reintegration into his tight-knit community remains unclear.",105,"{""themes"": [""law_and_crime"", ""social_welfare""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.7678296659723856
"The report released Wednesday by the Institut du Québec, a non-profit think tank, found that Quebec is not reducing its carbon emissions fast enough to meet the government’s goal of becoming carbon neutral by 2050 and that efforts to grow the economy will likely lead to an increase in greenhouse gas emissions.",106,"{""themes"": [""environment"", ""energy"", ""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": ""public_finance""}",5.114758417010307
I was extremely relieved to learn that he was not seriously harmed.”,107,"{""themes"": [""null""], ""sentiment"": ""positive"", ""political_parties"": ""null"", ""specific_themes"": ""null""}",3.8730529579916038
"""That's your assessment,"" she said.",108,"{""themes"": null, ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.5780100420233794
“The fight for our freedom will take hard work.,109,"{""themes"": [""civil_rights""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",3.7797328329761513
"The total allowable catch for that fishery in 2023 was 12,999 tonnes.",110,"{""themes"": [""agriculture"", ""environment""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.1778274169773795
"The central bank kicked off its interest rate easing cycle with back-to-back quarter-point rate cuts in June and July, bringing the policy rate down to 4.5 per cent after the most rapid tightening cycle in its history.",111,"{""themes"": [""macroeconomics""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": [""public_finance""]}",4.457920874992851
Brownstein drew a distinction in how Longueuil police and the Sûreté du Québec have responded to violence at protests compared with the SPVM in Montreal.,112,"{""themes"": [""law_and_crime"", ""civil_rights""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.637945665977895
The Beer Store as well as local craft brewery bottle shops and wineries will remain open even if the LCBO strike goes ahead.,113,"{""themes"": [""labor"", ""domestic_commerce""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.379854750004597
"Officers notified Cheam First Nation, which determined the land had been leased by the owner to a waste management company that has run afoul of provincial environment laws in the past.",114,"{""themes"": [""environment"", ""public_lands""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.448932458995841
"For American citizens, Jan. 20th, 2025 is Liberation Day.",115,"{""themes"": [""international_affairs""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",3.8842220840160735
"Labour Minister Steve MacKinnon met with the airline and union yesterday, Trudeau added, without offering further details.",116,"{""themes"": [""labor""], ""sentiment"": ""neutral"", ""political_parties"": ""LPC"", ""specific_themes"": null}",3.9805430410197005
He said jail officials had submitted affidavits suggesting what happened was “to protect order in the institution.”,117,"{""themes"": [""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.9738786249654368
Missaghi … threatening you explicitly or implicitly with violence or in the best case scenarios with a sort of Jihad in the court system.”,118,"{""themes"": [""law_and_crime"", ""civil_rights""], ""sentiment"": ""negative"", ""political_parties"": null, ""specific_themes"": null}",4.379020333988592
“I have good memories of this place.,119,"{""themes"": null, ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",3.585618124983739
"“Without that knowledge, we struggle to hold our local governments and our provincial and federal counterparts accountable,” he said.",120,"{""themes"": [""government_operations"", ""law_and_crime""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.359958958055358
"“So much that you’ve worked towards and … you’ve built your life there … the kids, for example, that’s their home, right?",121,"{""themes"": [""housing"", ""social_welfare""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",4.447158332972322
"Once she submits an application, the department will let her know if more information is required.",122,"{""themes"": [""government_operations""], ""sentiment"": ""neutral"", ""political_parties"": null, ""specific_themes"": null}",3.7866405829554424
And while the New York Times opined in a headline the “Opening Ceremony Misses the Boat” — alluding to the fact it was held on the Seine — everyone was in agreement Dion was simply dazzling.,123,"{""themes"": [""culture""], ""sentiment"": ""positive"", ""political_parties"": null, ""specific_themes"": null}",3.973641332995612
