body,body_id_for_llm,mixtral,mixtral_inference_time
"“All things aside, it’s a pretty serious conversation,” Caufield said about wearing No.",37,"{""themes"": [""immigration"", ""economy_and_labour"", ""culture_and_nationalism""]}",18.26808249996975
"There's a good chance she matches Lakatos right away, as Rivard has won the last two world titles in the 50m freestyle S10.",38,"{""themes"": [""culture_and_nationalism"", ""health_and_social_services""]}",2.128864499973133
He was always thoughtful and generous with his advice to me.,39,"{""themes"": [""null""]}",1.2304339170223102
"They are now 25 MLAs, down from the 28 elected in 2020 and only half of them have committed to running for re-election.",40,"{""themes"": [""governments_and_governance""]}",1.6209664999623783
"Zelensky and said, “You’re a savior of the people.”",41,"{""themes"": [""international_affairs_and_defense""]}",1.696790958987549
That issue is at the heart of current tensions between Canada and India.,42,"{""themes"": [""international_affairs_and_defense""]}",1.6689787909854203
London’s FTSE 100 and the STOXX 600 index of European equities were both up 1.1 per cent in early trading.,43,"{""themes"": [""economy_and_labour""]}",1.610184749995824
“It’s tough to play catchup off the back-to-backs.,44,"{""themes"": [""null""]}",1.235699959041085
"The third process, counting of absentee ballots, is scheduled to start Monday at 9 a.m.",45,"{""themes"": [""governments_and_governance""]}",1.545895958028268
Eric Reguly: Lebanon’s economy was in dire shape even before the Israel-Hezbollah war.,46,"{""themes"": [""economy_and_labour"", ""international_affairs_and_defense""]}",2.1609362500021234
Bastyovanszky also alleged the mayor’s office falsely claimed to city councillors and school trustees that he was under investigation by the integrity commissioner and that Sim sought to dissolve the park board because he was “unable to control decisions” of commissioners.,47,"{""themes"": [""law_and_crime"", ""governments_and_governance""]}",2.0644727920298465
"In late May, bullet holes were found in the door of a Jewish school and synagogue.",48,"{""themes"": [""law_and_crime"", ""rights_liberties_minorities_discrimination""]}",2.298764458973892
"It added that firefighting had caused ""tremendous demand"" in the region — roughly quadruple the usual demand.",49,"{""themes"": [""environment_and_energy"", ""public_lands_and_agriculture""]}",2.009024708007928
"Trudeau’s cabinet, acknowledged residents’ concerns about the drug-consumption site and its proximity to a school in a statement, but said Mr.",50,"{""themes"": [""health_and_social_services"", ""governments_and_governance""]}",2.0688517920207232
"In that case one of the victims is not talking to police and the other two are sedated, he said.",51,"{""themes"": [""law_and_crime""]}",1.502116792020388
"Vice-President Kamala Harris says she'd find a place in her cabinet for a Republican if elected president, though she told CNN in a sit-down interview that she didn't have a specific individual in mind.",52,"{""themes"": [""governments_and_governance""]}",1.6358285829774104
"“Whatever political or ideological differences exist between us,” Carr wrote, “we have a larger collective responsibility to maintain a climate of respect  —  one free from hate and intimidation  —  on our campuses.”  jfeith@postmedia.com",53,"{""themes"": [""rights_liberties_minorities_discrimination"", ""education""]}",2.2066281660227105
• Expand services for students with dyslexia and other learning challenges.,54,"{""themes"": [""education""]}",1.278543416003231
Biden's motivation for running was deeply intertwined with Trump.,55,"{""themes"": [""governments_and_governance""]}",1.5257315409835428
"It also was the first power-play goal this season by a Montreal rearguard, and the first since Jan. 20, 2024, also scored by Matheson, during a 9-4 drubbing at Boston.",56,"{""themes"": [""culture_and_nationalism""]}",1.6854121669894084
"Either result would have major implications for Canada, particularly on the economy and immigration but also on foreign policy.",57,"{""themes"": [""economy_and_labour"", ""immigration"", ""international_affairs_and_defense""]}",2.34732812497532
Just under half of respondents supported teenagers receiving gender-affirming care such as counselling and hormone replacement treatment with parental consent.,58,"{""themes"": [""rights_liberties_minorities_discrimination"", ""health_and_social_services""]}",2.375471125007607
“That ultimately you need shared values.,59,"{""themes"": [""culture_and_nationalism""]}",1.5473710829974152
Angela Johnston has more on how it could play out.,60,"{""themes"": [""null""]}",1.217207084002439
"It has featured anti-Israel protests since the October 7 massacre, including last December, when two men were later arrested and charged (although charges against one of the men were later dropped).",61,"{""themes"": [""law_and_crime"", ""international_affairs_and_defense""]}",2.1746569169918075
The crowds downtown will be thinning out if the TTC goes on strike.,62,"{""themes"": [""economy_and_labour"", ""null""]}",1.6808135000173934
This newsletter is your weekly guide to what we’re doing about it.,63,"{""themes"": [""null""]}",1.2177512500202283
"Trump was injured after a shooting unfolded during a rally in Butler, Pa., on Saturday that left two people dead, including the shooter.",64,"{""themes"": [""law_and_crime""]}",1.5034342090366408
"Thursday’s byelection came with Ford’s PCs riding high in the Star’s August Abacus public opinion poll, with 42 per cent support despite challenges including an RCMP investigation into his government’s $8.28 billion Greenbelt land swap scandal.",65,"{""themes"": [""governments_and_governance"", ""public_lands_and_agriculture"", ""law_and_crime""]}",2.6174872500123456
“Users must be addressed in French.,66,"{""themes"": [""culture_and_nationalism""]}",1.5349747919826768
TRCA advises people to avoid all recreational activities in or around water as conditions can change rapidly.,67,"{""themes"": [""public_lands_and_agriculture"", ""environment_and_energy""]}",2.0125055000535212
"She’s now looking at other options, even if they’re pricier.",68,"{""themes"": [""economy_and_labour"", ""null""]}",1.6888700000126846
"But according to the law society's decision to provisionally suspend him, Cartel ""appears to have misled"" another lawyer who was trying to track down money on behalf of a client, did not take reasonable steps to investigate when faced with evidence his firm's finances were awry, and failed to deliver bank account statements demanded by a law society auditor.",69,"{""themes"": [""law_and_crime""]}",1.6803969159955159
"He was inducted into the Canadian Business Hall of Fame in 1996 and into the U.S.-based Automotive Hall of Fame in 2018, and was made a member of the Order of Canada in 1999.",70,"{""themes"": [""culture_and_nationalism""]}",1.6991342499968596
A turn back toward the Harper years?,71,"{""themes"": [""governments_and_governance""]}",1.5010104170069098
The bank also projects that Ottawa’s deficit for this year will be bigger than initial projections.,72,"{""themes"": [""economy_and_labour""]}",1.5533189160050824
"""Where is she locating herself relative to other Canadian efforts?""",73,"{""themes"": [""null""]}",1.2212465000338852
Community Facebook groups have been inundated with posts about smashed vehicle windows across the city recently.,74,"{""themes"": [""law_and_crime""]}",1.4962616669945419
"The Canadian government said Kovrig and Spavor were political pawns, arbitrarily detained in response to the arrest of Chinese tech executive Meng Wanzhou in Vancouver at the request of the United States.",75,"{""themes"": [""law_and_crime"", ""international_affairs_and_defense""]}",2.184201500029303
"Although Harris’ ascendency boosted Democrats’ enthusiasm and put Trump on the defensive in a race he had been expected to win easily against Biden, the vice-president was scrutinized over her plans for the country and whether she would truly represent a change from the unpopular Biden administration she served in.",76,"{""themes"": [""governments_and_governance""]}",1.6891900830087252
"A government spokesperson speaking on background said that the new measures apply to some firearms that were included in those initial amendments, while others were left out.",77,"{""themes"": [""law_and_crime"", ""governments_and_governance""]}",2.011322707985528
A view of a stretch of the I-75 where northbound traffic is slowed due to residents trying to evacuate flood zones.,78,"{""themes"": [""environment_and_energy"", ""transport""]}",1.5978364999755286
Fifty-seven specialists did the same thing.,79,"{""themes"": [""null""]}",1.2105700829997659
"One of those other cars, a Chevrolet Tahoe, had been spotted the previous day by officers in the driveway of Abdelgadir’s home during an unrelated investigation, and was followed to a nearby mall.",80,"{""themes"": [""law_and_crime""]}",1.593827707984019
"“We can confirm that the fire has reached the Fairmont Jasper Park Lodge grounds, however, we are unclear on the extent of damage.”",81,"{""themes"": [""public_lands_and_agriculture"", ""null""]}",1.8211901250178926
"India also retaliated and announced it is expelling six Canadian diplomats, including acting High Commissioner Stewart Wheeler.",82,"{""themes"": [""international_affairs_and_defense""]}",1.7096313340007327
“We assume with 100-per-cent reliability that we will turn on the tap and water will come out.,83,"{""themes"": [""public_lands_and_agriculture""]}",1.652044249989558
"Psychological harassment is “any vexatious behaviour in the form of repeated and hostile or unwanted conduct, verbal comments, actions or gestures, that affects an employee’s dignity or psychological or physical integrity and that results in a harmful work environment for the employee.”",84,"{""themes"": [""law_and_crime"", ""health_and_social_services""]}",2.0648767499951646
"Harris, in a statement said she was “glad” Trump was safe, adding “violence has no place in America.”",85,"{""themes"": [""law_and_crime""]}",1.5082454169751145
"""He wanted to catch Arctic grayling,"" she said in the interview, saying he reassured her that there were lots of hunters and hikers in the area should he run into trouble.",86,"{""themes"": [""public_lands_and_agriculture"", ""null""]}",1.876817749987822
The Liberals inherited what was arguably the world’s best immigration system and devalued it by allowing many more lower skilled and temporary workers into the country.,87,"{""themes"": [""immigration"", ""economy_and_labour""]}",1.823708957992494
"“In regard to the mortgage reforms announced this morning, CMHC looks forward to implementing the changes when they come into effect,” a spokesperson said, with additional requests for comment directed to the Department of Finance.",88,"{""themes"": [""economy_and_labour"", ""governments_and_governance""]}",2.0844131669728085
“The terrorist groups use illegal smuggling as part of their financing operations for doing bad things.,89,"{""themes"": [""law_and_crime"", ""economy_and_labour""]}",1.9431378330336884
"Only two candidates so far have thrown their hats into the ring to succeed Trudeau — Liberal backbencher Chandra Arya from Ontario, and businessman Frank Baylis, a former Québec MP.",90,"{""themes"": [""governments_and_governance""]}",1.6314252080046572
"With the TTC upgrading the Spadina streetcar right-of-way from now until December, the transit agency is resorting to the next best thing to keep people moving along the route.",91,"{""themes"": [""economy_and_labour"", ""technology""]}",1.817879542009905
"Conservatives have their work cut out for themselves as Canadians would like to see a quick economic turnaround, like that of their southern neighbours.",92,"{""themes"": [""economy_and_labour""]}",1.5644215409993194
"So like, how many investigations are currently ongoing involving government corruption?”",93,"{""themes"": [""law_and_crime"", ""governments_and_governance""]}",1.9343767919926904
"Blocking the box might be downtown Toronto’s most ubiquitous traffic offence, as drivers force their way into busy intersections knowing they’ll still be blocking traffic when the light turns red, resulting in paralyzing gridlock.",94,"{""themes"": [""law_and_crime"", ""economy_and_labour""]}",2.0469137500040233
"She said in April: “Most legal scholars probably track most Americans, who didn’t want to overturn Roe.",95,"{""themes"": [""law_and_crime""]}",1.506181499978993
Conservatives have complained that it is not sufficiently independent from government.,96,"{""themes"": [""governments_and_governance""]}",1.5284471250488423
An economist on Ottawa’s GST holiday.,97,"{""themes"": [""economy_and_labour""]}",1.501044583041221
"The bombing follows attacks last week when pagers and walkie talkies exploded across Lebanon, killing scores of people and wounding thousands including Hezbollah members.",98,"{""themes"": [""law_and_crime"", ""international_affairs_and_defense""]}",2.1641626250348054
"Four years ago, he tried to overturn his election defeat by Mr.",99,"{""themes"": [""governments_and_governance"", ""null""]}",1.4825077920104377
It’s not so much the caucus really that matters.,100,"{""themes"": [""governments_and_governance"", ""null""]}",1.6795799999963492
Nor is the Pickering facility an outlier.,101,"{""themes"": [""null""]}",1.2281911250320263
The next issue of Westcoast Homes will soon be in your inbox.,102,"{""themes"": [""economy_and_labour""]}",1.5374159169732593
"""Donald Trump, when he makes statements like that, he plans on carrying them out.",103,"{""themes"": [""law_and_crime"", ""governments_and_governance""]}",1.944215625000652
"The major battle in Baku is over how much rich nations will pay for developing countries to decarbonize their energy systems, cope with future harms of climate change and pay for damage from extreme weather.",104,"{""themes"": [""environment_and_energy"", ""international_affairs_and_defense""]}",2.124941374990158
"A Mennonite father who killed his one-year-old son with an axe may be allowed to travel to parts of southern Ontario in the coming months, but a long-term plan for reintegration into his tight-knit community remains unclear.",105,"{""themes"": [""law_and_crime"", ""rights_liberties_minorities_discrimination""]}",2.39319545798935
"The report released Wednesday by the Institut du Québec, a non-profit think tank, found that Quebec is not reducing its carbon emissions fast enough to meet the government’s goal of becoming carbon neutral by 2050 and that efforts to grow the economy will likely lead to an increase in greenhouse gas emissions.",106,"{""themes"": [""environment_and_energy"", ""economy_and_labour"", ""governments_and_governance""]}",2.509238332975656
I was extremely relieved to learn that he was not seriously harmed.”,107,"{""themes"": [""law_and_crime""]}",1.4853005420300178
"""That's your assessment,"" she said.",108,"{""themes"": [""null""]}",1.1839133340399712
“The fight for our freedom will take hard work.,109,"{""themes"": [""rights_liberties_minorities_discrimination"", ""null""]}",2.0253409589640796
"The total allowable catch for that fishery in 2023 was 12,999 tonnes.",110,"{""themes"": [""public_lands_and_agriculture""]}",1.6492892919923179
"The central bank kicked off its interest rate easing cycle with back-to-back quarter-point rate cuts in June and July, bringing the policy rate down to 4.5 per cent after the most rapid tightening cycle in its history.",111,"{""themes"": [""economy_and_labour""]}",1.6346727919881232
Brownstein drew a distinction in how Longueuil police and the Sûreté du Québec have responded to violence at protests compared with the SPVM in Montreal.,112,"{""themes"": [""law_and_crime""]}",1.5644460830371827
The Beer Store as well as local craft brewery bottle shops and wineries will remain open even if the LCBO strike goes ahead.,113,"{""themes"": [""economy_and_labour""]}",1.5612205829820596
"Officers notified Cheam First Nation, which determined the land had been leased by the owner to a waste management company that has run afoul of provincial environment laws in the past.",114,"{""themes"": [""rights_liberties_minorities_discrimination"", ""public_lands_and_agriculture"", ""environment_and_energy""]}",2.8979255839949474
"For American citizens, Jan. 20th, 2025 is Liberation Day.",115,"{""themes"": [""governments_and_governance""]}",1.5385922080022283
"Labour Minister Steve MacKinnon met with the airline and union yesterday, Trudeau added, without offering further details.",116,"{""themes"": [""economy_and_labour""]}",1.5575957910041325
He said jail officials had submitted affidavits suggesting what happened was “to protect order in the institution.”,117,"{""themes"": [""law_and_crime"", ""governments_and_governance""]}",1.945196125016082
Missaghi … threatening you explicitly or implicitly with violence or in the best case scenarios with a sort of Jihad in the court system.”,118,"{""themes"": [""law_and_crime"", ""rights_liberties_minorities_discrimination""]}",2.3124370829900727
“I have good memories of this place.,119,"{""themes"": [""null""]}",1.1995092920260504
"“Without that knowledge, we struggle to hold our local governments and our provincial and federal counterparts accountable,” he said.",120,"{""themes"": [""governments_and_governance""]}",1.5602635000250302
"“So much that you’ve worked towards and … you’ve built your life there … the kids, for example, that’s their home, right?",121,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.965567666979041
"Once she submits an application, the department will let her know if more information is required.",122,"{""themes"": [""governments_and_governance""]}",1.5377975419978611
And while the New York Times opined in a headline the “Opening Ceremony Misses the Boat” — alluding to the fact it was held on the Seine — everyone was in agreement Dion was simply dazzling.,123,"{""themes"": [""culture_and_nationalism""]}",1.6793681670096703
Lawyers for the affected inmates are now making court applications to have charges stayed or sentences shortened in response to what they argue are blatant violations of their clients’ Charter rights.,124,"{""themes"": [""law_and_crime""]}",1.5676900830003433
"The Israeli military official said the area was not a tent complex, but an operational compound run by Hamas and that several more militants were there, guarding Deif.",125,"{""themes"": [""international_affairs_and_defense"", ""law_and_crime""]}",2.166033999994397
"Richardson complained to the CPSO about Cho and a SickKids dermatologist, whose allegedly flawed opinion Cho had relied on.",126,"{""themes"": [""law_and_crime"", ""health_and_social_services""]}",2.017800083034672
"In his own book last year, Mr.",127,"{""themes"": [""null""]}",1.177847583021503
"After the Soviets invaded Afghanistan in December 1979, Carter decided to boycott the Summer Olympics in Moscow and asked the Senate to delay ratification of SALT II.",128,"{""themes"": [""international_affairs_and_defense""]}",1.7756992079666816
"He was not surprised by the ultimate decision of the body that grants these increasingly important documents:  “Since you are no longer of school age for the purposes of the application of Division I of Chapter VIII of the Charter of the French Language, no positive decision can be rendered with regard to any request you make at this time concerning your eligibility for instruction in English.”",129,"{""themes"": [""rights_liberties_minorities_discrimination"", ""education""]}",2.2940901670372114
Mendes says the Sahm Rule also tells us where the unemployment rate is headed.,130,"{""themes"": [""economy_and_labour""]}",1.544341875007376
"Senators made it clear they thought the policy was ill-conceived, and at least one poll found Canadians weren’t rewarding the Liberals with more support because of it.",131,"{""themes"": [""governments_and_governance"", ""null""]}",1.7683237919700332
"He also announced the Working Canadians Rebate — a plan to send $250 cheques this spring to every individual who worked in 2023 and made up to $150,000.",132,"{""themes"": [""economy_and_labour""]}",1.6241923329653218
"Dean Crawford, a lawyer for Ms.",133,"{""themes"": [""law_and_crime""]}",1.4307558750151657
"“If John Rustad doesn’t act, he is once again confirming that there is no consequence in his party for spreading hate.”",134,"{""themes"": [""rights_liberties_minorities_discrimination"", ""governments_and_governance""]}",2.377659499994479
But it’s certainly a lot friendlier for buyers than it has been.”,135,"{""themes"": [""economy_and_labour""]}",1.5406947499723174
"A woman holds her smartphone near an illuminated decoration on New Year's Eve in Seoul, South Korea, Tuesday, Dec.",136,"{""themes"": [""technology""]}",1.3079922090400942
“We need to protect our volunteers.”,137,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.830740417004563
"Elections Nova Scotia said the polling station didn’t open at 8 a.m., so it stayed open until 9 p.m.",138,"{""themes"": [""governments_and_governance""]}",1.605323625029996
"It’s more serious, and I think that the people participating understand that ‘sacrifices’ have been made to ensure the ability to vote on this issue,” Waters said in an interview.",139,"{""themes"": [""governments_and_governance""]}",1.6166879999800585
"We areworking closely with authorities and the implicated ranch to determine the possible cause,” saidCraig Slate, SunFed president, in the news release.",140,"{""themes"": [""public_lands_and_agriculture"", ""law_and_crime""]}",2.1241875829873607
It was previously held by former Trudeau cabinet minister David Lametti.,141,"{""themes"": [""governments_and_governance""]}",1.5340882919845171
"Canada’s deadliest listeria outbreak, at Maple Leaf Foods in Toronto, killed 24 people in 2008.",142,"{""themes"": [""health_and_social_services"", ""public_lands_and_agriculture""]}",2.172882499988191
“It appears the Canada Industrial Relations Board (CIRB) will have 72 hours to do its work before issuing a back to work order on Monday.,143,"{""themes"": [""law_and_crime"", ""economy_and_labour""]}",2.022138083993923
An eighth system has been funded and ordered and is expected to be in the field some time next year.,144,"{""themes"": [""technology""]}",1.2906174160307273
"Reached by phone Wednesday, an NDP spokesperson said Ashton was in Quebec City ""to discuss language priorities"" because she's the party's critic for official languages and needed to ""find out things she needs to prioritize.""",145,"{""themes"": [""culture_and_nationalism"", ""governments_and_governance""]}",2.1351393749937415
CTV News has learned Kaur’s brother and father are now in the province.,146,"{""themes"": [""immigration""]}",1.2795400830218568
"Meanwhile, rumours are swirling of impending budget cuts at hospitals.",147,"{""themes"": [""health_and_social_services"", ""economy_and_labour""]}",1.9936958330217749
"Economic struggles, a mass importation of apples and last year’s woes has farmers feeling discouraged, the Ontario Apple Growers association says.",148,"{""themes"": [""economy_and_labour"", ""public_lands_and_agriculture""]}",2.1756433330010623
"Some detransitioners are suing their doctors, alleging their desire for extreme interventions was never challenged and alternative options never offered.",149,"{""themes"": [""law_and_crime"", ""rights_liberties_minorities_discrimination"", ""health_and_social_services""]}",2.779447583016008
"Ian Tostenson, president of the B.C.",150,"{""themes"": [""null""]}",1.2078905829694122
"Liberal MP Anita Vandenbeld said during the committee that she and all committee members care about the issue of gender-based violence, then called for a debate on a motion related to abortion rights, which the Liberals say would be at risk under a Conservative government.",151,"{""themes"": [""rights_liberties_minorities_discrimination"", ""governments_and_governance""]}",2.4454319999786094
He had to be ferried from Scarborough to a specialist at Toronto Western Hospital to be put in a coma.,152,"{""themes"": [""health_and_social_services""]}",1.5403777079773135
"Kelly Gordon of Romer’s Burger Bar says his restaurants’ patios have sat more empty than usual this month, due to untimely bouts of rainy and cold weather.",153,"{""themes"": [""economy_and_labour""]}",1.623293749988079
"“We just wanted it more,” Jecho said.",154,"{""themes"": [""null""]}",1.2160625419928692
The officer was looking for the suspicious person when another officer hoisted him up so he could grab the edge of the roof.,155,"{""themes"": [""law_and_crime""]}",1.4991830419749022
"“The technology has improved so much, so it’s easier to do (stadiums).",156,"{""themes"": [""technology""]}",1.2977917079697363
"“No changes to the characterization of residual effects are anticipated as a result of the proposed changes,” said the partners in their route change filings to the B.C.",157,"{""themes"": [""environment_and_energy"", ""public_lands_and_agriculture""]}",2.066544791974593
Conservative Leader John Rustad is pleased to have taken a party that barely existed 18 months ago to one that came within a couple seats of forming government.,158,"{""themes"": [""governments_and_governance""]}",1.6128557919873856
Whoever wins the Liberal leadership race on March 9 will have just a couple of weeks to introduce themselves to Canadians as their new prime minister and turn the Liberals’ fortunes around before Parliament is set to return on March 24.,159,"{""themes"": [""governments_and_governance""]}",1.630424375005532
Your weekly guide to what you need to know about federal politics and the minority Liberal government.,160,"{""themes"": [""governments_and_governance""]}",1.5444269590079784
Toronto MP Nathaniel Erskine-Smith said Wednesday’s caucus discussions centred on the next steps the party needs to take to be election-ready and that the party’s leadership was not a focus of the talks.,161,"{""themes"": [""governments_and_governance""]}",1.6349331659730524
"The U.S. president has framed the surcharges as a way to force a crackdown against people illegally crossing its borders, as well as to force stronger action to prevent the potent drug fentanyl from being smuggled between North American countries.",162,"{""themes"": [""immigration"", ""law_and_crime"", ""international_affairs_and_defense""]}",2.413658083998598
"Eby acknowledged the tipping point for his decision was a fatal attack by a mentally ill man in Vancouver’s Downtown Eastside earlier this month, and the death of a 13-year-old girl from an overdose after her family were unable to get her into care when she refused.",163,"{""themes"": [""health_and_social_services"", ""law_and_crime""]}",2.1132888330030255
They have identified at least 272 people who purchased them over a two-year period.,164,"{""themes"": [""law_and_crime""]}",1.492060374992434
Certain oysters have been recalled in three Canadian provinces following a suspected outbreak of norovirus in British Columbia that left dozens of people sick.,165,"{""themes"": [""health_and_social_services"", ""public_lands_and_agriculture""]}",2.106831750017591
"The health, safety, rights and dignity of women are facing new threats.",166,"{""themes"": [""rights_liberties_minorities_discrimination"", ""health_and_social_services""]}",2.3374873329885304
The NDP currently leads in Surrey-Guildford by 27 votes while the Conservatives are ahead in Kelowna Centre by 38 votes.,167,"{""themes"": [""governments_and_governance""]}",1.6151454579667188
"Thompson, 50, had been in the city from Minnesota since Monday.",168,"{""themes"": [""null""]}",1.23031000001356
CBSA adds that a prescription from a doctor does not count as authorization from Health Canada.,169,"{""themes"": [""law_and_crime"", ""health_and_social_services""]}",1.9507608329877257
"""Even some folks who have soft support for Kamala Harris and Tim Walz may find themselves saying to themselves, 'Hey, look, I don't necessarily want to support Donald Trump, but the economy's not great right now and it was better when he was president.'""",170,"{""themes"": [""economy_and_labour"", ""governments_and_governance""]}",2.0939427920384333
"Mangione called “Unabomber” Ted Kaczynski a “political revolutionary” and may have found inspiration from the man who carried out a series of bombings while railing against modern society and technology, according to police bulletin.",171,"{""themes"": [""law_and_crime"", ""technology""]}",1.789664999989327
