body,body_id_for_llm,public_lands_and_agriculture,public_lands_and_agriculture_inference_time,culture_and_nationalism,culture_and_nationalism_inference_time,law_and_crime,law_and_crime_inference_time,immigration,immigration_inference_time,governments_and_governance,governments_and_governance_inference_time,rights_liberties_minorities_discrimination,rights_liberties_minorities_discrimination_inference_time,health_and_social_services,health_and_social_services_inference_time,education,education_inference_time,economy_and_labour,economy_and_labour_inference_time,technology,technology_inference_time,international_affairs_and_defense,international_affairs_and_defense_inference_time,environment_and_energy,environment_and_energy_inference_time
Miller is one of several ministers who fanned out across the country Wednesday to make announcements but faced a wave of questions about Trudeau’s political future.,11,"{""themes"": null}",1.1922433376312256,"{""themes"": null}",1.1905310153961182,"{""themes"": [""law_and_crime""]}",1.5301530361175537,"{""themes"": null}",1.1917498111724854,"{""themes"": [""governments_and_governance""]}",1.582921028137207,"{""themes"": null}",1.193904161453247,"{""themes"": null}",1.1932528018951416,"{""themes"": [null]}",1.2853748798370361,"{""themes"": null}",1.1920089721679688,"{""themes"": [null]}",1.2876050472259521,"{""themes"": [""null""]}",1.2888028621673584,"{""themes"": null}",1.192922830581665
"There’s also a problem with barely discernible markings, Preisler added.",12,"{""themes"": null}",1.1240019798278809,"{""themes"": null}",1.1259777545928955,"{""themes"": null}",1.1285021305084229,"{""themes"": null}",1.1217548847198486,"{""themes"": [null]}",1.222710132598877,"{""themes"": null}",1.1242108345031738,"{""themes"": null}",1.1232330799102783,"{""themes"": [""education""]}",1.2697207927703857,"{""themes"": null}",1.1282591819763184,"{""themes"": [""null""]}",1.2216999530792236,"{""themes"": null}",1.126082181930542,"{""themes"": null}",1.1241710186004639
"Trump's last vice president wouldn't let him cancel the election, refusing Trump's pressure, and defying the demands of an angry crowd that called for his hanging on Jan.",13,"{""themes"": null}",1.1966471672058105,"{""themes"": [""null""]}",1.2985432147979736,"{""themes"": [""law_and_crime""]}",1.5352282524108887,"{""themes"": [""null""]}",1.2914080619812012,"{""themes"": [""governments_and_governance""]}",1.5853981971740723,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9284539222717285,"{""themes"": null}",1.194746732711792,"{""themes"": [""null""]}",1.2888729572296143,"{""themes"": null}",1.1963129043579102,"{""themes"": [""null""]}",1.2910935878753662,"{""themes"": [""international_affairs_and_defense""]}",1.7287449836730957,"{""themes"": [""null""]}",1.2886810302734375
"On Thursday, high profile BC United MLAs Todd Stone and Shirley Bond announced they would withdraw from the coming election; Mr.",14,"{""themes"": [null]}",3.662997007369995,"{""themes"": [""null""]}",1.2288188934326172,"{""themes"": [""null""]}",1.2299623489379883,"{""themes"": [""null""]}",1.2308130264282227,"{""themes"": [""governments_and_governance""]}",1.5231449604034424,"{""themes"": [""null""]}",1.2279901504516602,"{""themes"": [""null""]}",1.2269251346588135,"{""themes"": [""null""]}",1.229374885559082,"{""themes"": [""null""]}",1.231938123703003,"{""themes"": [""null""]}",1.2301950454711914,"{""themes"": [""international_affairs_and_defense""]}",15.181801080703735,"{""themes"": [""null""]}",1.2292752265930176
"And this garage isn’t exactly heated, but they, other than some staining and some, you know, wear and tear, that probably came from having them as kids, they’re actually pretty well preserved.”",15,"{""themes"": null}",1.1971690654754639,"{""themes"": [""null""]}",1.29561185836792,"{""themes"": null}",1.199662685394287,"{""themes"": null}",1.1993820667266846,"{""themes"": null}",1.1982030868530273,"{""themes"": null}",1.1989047527313232,"{""themes"": null}",1.193655014038086,"{""themes"": null}",1.196455955505371,"{""themes"": null}",1.1987619400024414,"{""themes"": [""null""]}",1.294827938079834,"{""themes"": [null]}",1.2947101593017578,"{""themes"": null}",1.1994528770446777
"She found his version rather implausible and, on the contrary, found that the version of the defendant, Madame Charette, was credible.”",16,"{""themes"": null}",1.1881048679351807,"{""themes"": null}",1.1871519088745117,"{""themes"": [""law_and_crime""]}",1.5242340564727783,"{""themes"": null}",1.1874239444732666,"{""themes"": [""null""]}",1.284864902496338,"{""themes"": [""null""]}",1.2871050834655762,"{""themes"": null}",1.1831061840057373,"{""themes"": null}",1.1867578029632568,"{""themes"": null}",1.184913158416748,"{""themes"": [null]}",1.2832129001617432,"{""themes"": [""null""]}",1.2815542221069336,"{""themes"": [null]}",1.2853310108184814
"Gage, a lawyer with the group, said, “2021 was a wake-up call in B.C., where we had the heat dome in which more than 600 people died.",17,"{""themes"": null}",1.202681064605713,"{""themes"": null}",1.2004470825195312,"{""themes"": [""law_and_crime""]}",1.539099931716919,"{""themes"": null}",1.1991691589355469,"{""themes"": null}",1.1981439590454102,"{""themes"": null}",1.2021019458770752,"{""themes"": [""health_and_social_services""]}",1.5874450206756592,"{""themes"": [""null""]}",1.295360803604126,"{""themes"": null}",1.2003979682922363,"{""themes"": [""null""]}",1.29624605178833,"{""themes"": [""null""]}",1.298630952835083,"{""themes"": [""environment_and_energy""]}",1.4934346675872803
"In that respect, Sheldrick said it likely means less to passenger-vehicle transportation, where electric vehicles seem to be a better fit, and more to uses that require more power.",18,"{""themes"": null}",1.1960890293121338,"{""themes"": [""null""]}",1.2973759174346924,"{""themes"": null}",1.1944448947906494,"{""themes"": null}",1.1931641101837158,"{""themes"": [""null""]}",1.296464204788208,"{""themes"": null}",1.1978600025177002,"{""themes"": [""null""]}",1.2899839878082275,"{""themes"": [""null""]}",1.293658971786499,"{""themes"": [""economy_and_labour""]}",1.5846610069274902,"{""themes"": [""technology""]}",1.3418281078338623,"{""themes"": [""null""]}",1.2940638065338135,"{""themes"": [""environment_and_energy""]}",1.4890179634094238
"And while Liberal MPs were promised some sort of marketing campaign to boost their fortunes, the Conservatives produced slick TV ads that aired on legacy television networks.",19,"{""themes"": null}",1.1895520687103271,"{""themes"": [""culture_and_nationalism""]}",1.6262829303741455,"{""themes"": [""null""]}",1.2835032939910889,"{""themes"": null}",1.1868860721588135,"{""themes"": [""governments_and_governance""]}",1.5804698467254639,"{""themes"": null}",1.1881988048553467,"{""themes"": null}",1.1870059967041016,"{""themes"": [""null""]}",1.285890817642212,"{""themes"": null}",1.1919150352478027,"{""themes"": [""null""]}",1.2853550910949707,"{""themes"": [""null""]}",1.2859642505645752,"{""themes"": null}",1.1885461807250977
Carney launched his campaign in a small room packed with supporters and several Liberal MPs.,20,"{""themes"": [null]}",1.2065458297729492,"{""themes"": [""null""]}",1.2089447975158691,"{""themes"": [""null""]}",1.2104151248931885,"{""themes"": null}",1.112687110900879,"{""themes"": [""governments_and_governance""]}",1.5012798309326172,"{""themes"": [""null""]}",1.209726095199585,"{""themes"": null}",1.1065857410430908,"{""themes"": [null]}",1.2047679424285889,"{""themes"": null}",1.1085410118103027,"{""themes"": [null]}",1.2056779861450195,"{""themes"": [null]}",1.2099881172180176,"{""themes"": [null]}",1.210198163986206
"“This abscondence of funds is concerning to KingSett that given the fact that (the borrowers) are indebted to KingSett for a combined $220,951,550.21” on the Richmond and Burnaby projects, the petition says.",21,"{""themes"": null}",1.2314331531524658,"{""themes"": null}",1.223045825958252,"{""themes"": [""law_and_crime""]}",1.567039966583252,"{""themes"": null}",1.2287299633026123,"{""themes"": null}",1.2315640449523926,"{""themes"": null}",1.2268810272216797,"{""themes"": null}",1.2315800189971924,"{""themes"": [""null""]}",1.3271517753601074,"{""themes"": [""economy_and_labour""]}",1.617218017578125,"{""themes"": [""null""]}",1.3259458541870117,"{""themes"": null}",1.2242538928985596,"{""themes"": null}",1.2251968383789062
"A majority also doubt his mental capability to be president, though that is also a weakness for Trump.",22,"{""themes"": [null]}",1.2283880710601807,"{""themes"": null}",1.1272568702697754,"{""themes"": [""null""]}",1.224329948425293,"{""themes"": null}",1.1305861473083496,"{""themes"": [""null""]}",1.2260348796844482,"{""themes"": null}",1.131227731704712,"{""themes"": [""health_and_social_services""]}",1.515960931777954,"{""themes"": null}",1.1303091049194336,"{""themes"": null}",1.1326961517333984,"{""themes"": [""null""]}",1.2226324081420898,"{""themes"": null}",1.1300227642059326,"{""themes"": [null]}",1.2277560234069824
It would be like a rose placed on each grave.”,23,"{""themes"": null}",1.0869228839874268,"{""themes"": [""culture_and_nationalism""]}",1.5210671424865723,"{""themes"": null}",1.0804297924041748,"{""themes"": null}",1.0811810493469238,"{""themes"": [""null""]}",1.1851301193237305,"{""themes"": null}",1.0900118350982666,"{""themes"": null}",1.0840818881988525,"{""themes"": null}",1.0842738151550293,"{""themes"": null}",1.0831561088562012,"{""themes"": [""null""]}",1.1835498809814453,"{""themes"": [""null""]}",1.1804473400115967,"{""themes"": null}",1.0906810760498047
"The provincial government, meanwhile, has been participating in talks with Hypertec and city of Montreal officials on the issue, and a spokesperson for Environment Minister Benoit Charette said the minister is open to the idea of his department contributing to the purchase of the lands.",24,"{""themes"": [""public_lands_and_agriculture""]}",1.701528787612915,"{""themes"": [""null""]}",1.3173460960388184,"{""themes"": [""null""]}",1.313807725906372,"{""themes"": [""null""]}",1.313054084777832,"{""themes"": [""governments_and_governance""]}",1.6113359928131104,"{""themes"": [""null""]}",1.3186848163604736,"{""themes"": [""null""]}",1.315582036972046,"{""themes"": [""null""]}",1.3126490116119385,"{""themes"": [""economy_and_labour""]}",1.609320878982544,"{""themes"": [""technology""]}",1.3640458583831787,"{""themes"": [""null""]}",1.3146131038665771,"{""themes"": [""environment_and_energy""]}",1.5144479274749756
"""It's nice to see a lot of people visiting, bringing their fashion and then adopting some styles as well.",25,"{""themes"": null}",1.1300239562988281,"{""themes"": [""culture_and_nationalism""]}",1.5676689147949219,"{""themes"": null}",1.131601333618164,"{""themes"": null}",1.129551887512207,"{""themes"": [null]}",1.2334811687469482,"{""themes"": null}",1.1332480907440186,"{""themes"": null}",1.1333949565887451,"{""themes"": [null]}",1.229001760482788,"{""themes"": [null]}",1.2286810874938965,"{""themes"": [""null""]}",1.2291631698608398,"{""themes"": [null]}",1.229083776473999,"{""themes"": null}",1.1288278102874756
"The appointment follows a decision by Liberals to focus on affordability and economic issues ahead of the federal election, expected at any time in the next year.",26,"{""themes"": [null]}",1.238130807876587,"{""themes"": [""null""]}",1.24102783203125,"{""themes"": [""null""]}",1.2324542999267578,"{""themes"": null}",1.1384491920471191,"{""themes"": [""governments_and_governance""]}",1.5326499938964844,"{""themes"": null}",1.1428279876708984,"{""themes"": null}",1.1408061981201172,"{""themes"": [""null""]}",1.2393958568572998,"{""themes"": [""economy_and_labour""]}",1.5294828414916992,"{""themes"": [""null""]}",1.2389380931854248,"{""themes"": [""null""]}",1.2353157997131348,"{""themes"": null}",1.1428532600402832
"Earlier Saturday, Alberta Premier Danielle Smith told her provincewide radio call-in show that she'd like to see bus tours organized for evacuated residents of Jasper so they can see the damage the wildfire did to their town for themselves, and so they'll know what to expect when they're eventually allowed to return home.",27,"{""themes"": [""public_lands_and_agriculture""]}",1.7666301727294922,"{""themes"": [""null""]}",1.378154993057251,"{""themes"": null}",1.2757799625396729,"{""themes"": null}",1.2770211696624756,"{""themes"": [""governments_and_governance""]}",1.6650629043579102,"{""themes"": null}",1.2823972702026367,"{""themes"": [""health_and_social_services""]}",1.6728382110595703,"{""themes"": null}",1.277346134185791,"{""themes"": null}",1.2744309902191162,"{""themes"": [""null""]}",1.372715711593628,"{""themes"": [""null""]}",1.3710081577301025,"{""themes"": [""environment_and_energy""]}",1.5716111660003662
"Lebanon’s Health Ministry said more than 2,900 people have been killed since Oct. 8, 2023, when Hezbollah began firing rockets into Israel, drawing retaliation.",28,"{""themes"": null}",1.2129449844360352,"{""themes"": null}",1.2075271606445312,"{""themes"": [""law_and_crime""]}",1.5471291542053223,"{""themes"": null}",1.2051589488983154,"{""themes"": [""governments_and_governance""]}",1.5989561080932617,"{""themes"": null}",1.2085537910461426,"{""themes"": [""health_and_social_services""]}",1.5961322784423828,"{""themes"": null}",1.201545000076294,"{""themes"": null}",1.2104220390319824,"{""themes"": [""null""]}",1.3039660453796387,"{""themes"": [""international_affairs_and_defense""]}",1.7396609783172607,"{""themes"": null}",1.2080271244049072
"“Despite efforts to assist, it is with great sadness that we confirm the officer has passed away,” the memo said.",29,"{""themes"": null}",1.1613919734954834,"{""themes"": [null]}",1.2280869483947754,"{""themes"": [""law_and_crime""]}",1.4725959300994873,"{""themes"": [null]}",1.2308919429779053,"{""themes"": [null]}",1.2307016849517822,"{""themes"": null}",1.1340968608856201,"{""themes"": [""health_and_social_services""]}",1.515347957611084,"{""themes"": [null]}",1.2219383716583252,"{""themes"": [null]}",1.2323620319366455,"{""themes"": [null]}",1.2281291484832764,"{""themes"": [null]}",1.229161024093628,"{""themes"": [null]}",1.2290589809417725
"The new customs rule applies to truck convoys chartered by the United Nations to take aid from Jordan to Gaza via Israel, seven people familiar with the matter said.",30,"{""themes"": null}",1.2270538806915283,"{""themes"": null}",1.1917691230773926,"{""themes"": [""law_and_crime""]}",1.5269782543182373,"{""themes"": [""null""]}",1.2855479717254639,"{""themes"": [""governments_and_governance""]}",1.5821919441223145,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.9181270599365234,"{""themes"": null}",1.187985897064209,"{""themes"": [null]}",1.2788348197937012,"{""themes"": [""economy_and_labour""]}",1.5808238983154297,"{""themes"": [""null""]}",1.2860968112945557,"{""themes"": [""international_affairs_and_defense""]}",1.7230210304260254,"{""themes"": null}",1.1909971237182617
Marina Homes' Fort Erie development is listed on the Ontario Builder Registry as Marina (Green Acres) Development Inc.,31,"{""themes"": null}",1.163536787033081,"{""themes"": [null]}",1.2254688739776611,"{""themes"": [""law_and_crime""]}",1.4667508602142334,"{""themes"": null}",1.1226649284362793,"{""themes"": null}",1.1308422088623047,"{""themes"": null}",1.1227099895477295,"{""themes"": null}",1.125244140625,"{""themes"": [""null""]}",1.2250449657440186,"{""themes"": null}",1.1278581619262695,"{""themes"": [""null""]}",1.2241630554199219,"{""themes"": [null]}",1.2227752208709717,"{""themes"": null}",1.1272790431976318
Trudeau had been at odds for “the past number of weeks.”,32,"{""themes"": null}",1.1192121505737305,"{""themes"": [null]}",1.2138421535491943,"{""themes"": [""null""]}",1.2169628143310547,"{""themes"": null}",1.1136021614074707,"{""themes"": [""governments_and_governance""]}",1.5112597942352295,"{""themes"": null}",1.1154909133911133,"{""themes"": null}",1.120439052581787,"{""themes"": [null]}",1.214292049407959,"{""themes"": null}",1.1171088218688965,"{""themes"": [null]}",1.2142910957336426,"{""themes"": [null]}",1.2124431133270264,"{""themes"": [null]}",1.2134208679199219
He’s also consistently losing popularity polls to Conservative Leader Pierre Poilievre — a phenomenon that didn’t really happen with prior Conservative leaders Andrew Scheer and Erin O’Toole.,33,"{""themes"": null}",1.1959409713745117,"{""themes"": [""null""]}",1.2922329902648926,"{""themes"": [""null""]}",1.2931032180786133,"{""themes"": null}",1.194720983505249,"{""themes"": [""governments_and_governance""]}",1.5875110626220703,"{""themes"": null}",1.1966421604156494,"{""themes"": null}",1.196216106414795,"{""themes"": null}",1.194828748703003,"{""themes"": null}",1.1996550559997559,"{""themes"": [""null""]}",1.2938098907470703,"{""themes"": [""null""]}",1.2938711643218994,"{""themes"": null}",1.1979289054870605
"Two months later, it was awarded a $7.3-million default judgment in that case when no defence was filed.",34,"{""themes"": null}",1.1287853717803955,"{""themes"": [null]}",1.2279748916625977,"{""themes"": [""law_and_crime""]}",1.4705231189727783,"{""themes"": null}",1.129478931427002,"{""themes"": [null]}",1.2319328784942627,"{""themes"": null}",1.1329219341278076,"{""themes"": null}",1.131676197052002,"{""themes"": [null]}",1.2306602001190186,"{""themes"": null}",1.1353819370269775,"{""themes"": [""null""]}",1.2289977073669434,"{""themes"": [null]}",1.2268528938293457,"{""themes"": null}",1.1323411464691162
You can check Vancouver community centre holiday hours at vancouver.ca.,35,"{""themes"": null}",1.1096079349517822,"{""themes"": [null]}",1.208287000656128,"{""themes"": null}",1.1055548191070557,"{""themes"": null}",1.1054620742797852,"{""themes"": [""null""]}",1.2077429294586182,"{""themes"": null}",1.1077487468719482,"{""themes"": null}",1.1067759990692139,"{""themes"": null}",1.1029670238494873,"{""themes"": null}",1.110534906387329,"{""themes"": [""technology""]}",1.2502458095550537,"{""themes"": [null]}",1.2064340114593506,"{""themes"": null}",1.1065080165863037
"“It’s very similar to Gavin Newsom,” he continues, comparing Trudeau to the democratic governor of California, a traditionally progressive stronghold.",36,"{""themes"": null}",1.1897571086883545,"{""themes"": [""null""]}",1.2886772155761719,"{""themes"": [""null""]}",1.283355951309204,"{""themes"": null}",1.1895899772644043,"{""themes"": [""governments_and_governance""]}",1.5810790061950684,"{""themes"": [""null""]}",1.289499282836914,"{""themes"": null}",1.1902930736541748,"{""themes"": null}",1.1896920204162598,"{""themes"": null}",1.193321943283081,"{""themes"": [""null""]}",1.2842991352081299,"{""themes"": [""null""]}",1.2877161502838135,"{""themes"": null}",1.1905567646026611
"“All things aside, it’s a pretty serious conversation,” Caufield said about wearing No.",37,"{""themes"": [""public_lands_and_agriculture""]}",3.7517600059509277,"{""themes"": [""null""]}",4.192456960678101,"{""themes"": [""null""]}",5.111181974411011,"{""themes"": [""null""]}",1.2201359272003174,"{""themes"": [""governments_and_governance""]}",16.378326892852783,"{""themes"": [""null""]}",1.2256519794464111,"{""themes"": [""health_and_social_services""]}",3.7966740131378174,"{""themes"": [""null""]}",1.2272679805755615,"{""themes"": null}",14.253128051757812,"{""themes"": [""null""]}",1.2248358726501465,"{""themes"": [null]}",1.2204031944274902,"{""themes"": []}",17.799115657806396
"There's a good chance she matches Lakatos right away, as Rivard has won the last two world titles in the 50m freestyle S10.",38,"{""themes"": null}",1.194140911102295,"{""themes"": [""null""]}",1.2919819355010986,"{""themes"": null}",1.1901769638061523,"{""themes"": null}",1.1890997886657715,"{""themes"": null}",1.192058801651001,"{""themes"": null}",1.1938061714172363,"{""themes"": null}",1.1936252117156982,"{""themes"": [""null""]}",1.285175085067749,"{""themes"": null}",1.1924622058868408,"{""themes"": [""null""]}",1.286475658416748,"{""themes"": null}",1.1919810771942139,"{""themes"": null}",1.194329023361206
He was always thoughtful and generous with his advice to me.,39,"{""themes"": null}",1.105604887008667,"{""themes"": null}",1.105280876159668,"{""themes"": null}",1.1054317951202393,"{""themes"": null}",1.1020739078521729,"{""themes"": [null]}",1.2032511234283447,"{""themes"": null}",1.105618953704834,"{""themes"": [null]}",1.1970100402832031,"{""themes"": null}",1.104006052017212,"{""themes"": null}",1.1036510467529297,"{""themes"": [null]}",1.1996192932128906,"{""themes"": [null]}",1.2072679996490479,"{""themes"": [null]}",1.2044727802276611
"They are now 25 MLAs, down from the 28 elected in 2020 and only half of them have committed to running for re-election.",40,"{""themes"": null}",1.1959660053253174,"{""themes"": [null]}",1.2885098457336426,"{""themes"": null}",1.1882920265197754,"{""themes"": null}",1.1914520263671875,"{""themes"": [""governments_and_governance""]}",1.5824241638183594,"{""themes"": null}",1.1945459842681885,"{""themes"": [null]}",1.2863757610321045,"{""themes"": [null]}",1.2869372367858887,"{""themes"": null}",1.1944026947021484,"{""themes"": [""null""]}",1.2843477725982666,"{""themes"": [null]}",1.2924230098724365,"{""themes"": null}",1.1930160522460938
"Zelensky and said, “You’re a savior of the people.”",41,"{""themes"": [null]}",1.2190072536468506,"{""themes"": null}",1.1206459999084473,"{""themes"": [""null""]}",1.2139859199523926,"{""themes"": null}",1.1242189407348633,"{""themes"": [""null""]}",1.222153902053833,"{""themes"": [""null""]}",1.220093011856079,"{""themes"": null}",1.1207051277160645,"{""themes"": null}",1.1214828491210938,"{""themes"": null}",1.1226799488067627,"{""themes"": [""null""]}",1.2157649993896484,"{""themes"": [""international_affairs_and_defense""]}",1.6601967811584473,"{""themes"": [null]}",1.2177832126617432
That issue is at the heart of current tensions between Canada and India.,42,"{""themes"": null}",1.1040771007537842,"{""themes"": [""culture_and_nationalism""]}",1.5373659133911133,"{""themes"": [""null""]}",1.1978480815887451,"{""themes"": [""immigration""]}",1.2458760738372803,"{""themes"": [""governments_and_governance""]}",1.491976022720337,"{""themes"": [""rights_liberties_minorities_discrimination""]}",1.8324790000915527,"{""themes"": null}",1.1025452613830566,"{""themes"": null}",1.09806489944458,"{""themes"": null}",1.1022300720214844,"{""themes"": [""null""]}",1.196183681488037,"{""themes"": [""international_affairs_and_defense""]}",1.638810157775879,"{""themes"": null}",1.099971055984497
London’s FTSE 100 and the STOXX 600 index of European equities were both up 1.1 per cent in early trading.,43,"{""themes"": [null]}",1.2880821228027344,"{""themes"": [null]}",1.2895407676696777,"{""themes"": [null]}",1.2848930358886719,"{""themes"": [null]}",1.28485107421875,"{""themes"": [null]}",1.286160945892334,"{""themes"": [null]}",1.2816860675811768,"{""themes"": [null]}",1.2823050022125244,"{""themes"": [null]}",1.2857742309570312,"{""themes"": [""economy_and_labour""]}",1.5807843208312988,"{""themes"": [""null""]}",1.2855558395385742,"{""themes"": [null]}",1.2836148738861084,"{""themes"": [null]}",1.286923885345459
